code,MAE_model,RMSE_model,MAE_garch,RMSE_garch
1216,1.1045746803283691,3.4244039058685303,1.3701764345169067,3.55208158493042
1301,2.56575608253479,7.822984218597412,3.0956830978393555,7.761520862579346
1303,3.1128907203674316,9.640088081359863,3.724168539047241,9.04991340637207
2002,2.477505922317505,8.773730278015137,3.0482072830200195,8.074193954467773
2059,6.582131385803223,15.50086498260498,7.689797401428223,15.082535743713379
2207,3.452526092529297,9.973296165466309,4.099331378936768,9.886707305908203
2301,4.101208209991455,12.414843559265137,5.151700019836426,12.033761978149414
2303,4.549662113189697,11.086461067199707,5.495877265930176,11.207234382629395
2308,4.154438495635986,9.973653793334961,4.901126861572266,9.419717788696289
2317,3.435312271118164,10.550786972045898,4.2048869132995605,10.125282287597656
2327,5.7753424644470215,14.699771881103516,7.0252790451049805,14.01606559753418
2330,3.128021240234375,8.521583557128906,3.8050537109375,8.451517105102539
2345,7.576514720916748,16.413911819458008,9.053232192993164,15.944924354553223
2357,3.685159683227539,11.539889335632324,4.568522930145264,11.28359603881836
2379,4.656862735748291,10.639483451843262,5.5976409912109375,10.39199161529541
2382,4.704867362976074,13.40654182434082,5.518649578094482,12.668844223022461
2383,7.681303024291992,16.860380172729492,9.368617057800293,16.370624542236328
2395,3.1143651008605957,8.43742561340332,3.7277207374572754,8.105386734008789
2412,0.3938095271587372,0.9692698121070862,0.4538002610206604,1.0171390771865845
2454,5.505283832550049,12.623868942260742,6.522765159606934,12.064504623413086
2603,9.515755653381348,21.758377075195312,11.247753143310547,20.383588790893555
2609,9.930074691772461,22.629016876220703,11.385624885559082,21.067428588867188
2615,10.726187705993652,23.64910888671875,12.40028190612793,21.785722732543945
2880,1.2337387800216675,5.750709533691406,1.4586392641067505,5.022593975067139
2881,2.1218791007995605,6.7355546951293945,2.5984644889831543,6.5488433837890625
2882,2.102679967880249,7.245387554168701,2.6115598678588867,6.937624931335449
2883,2.278735637664795,8.190073013305664,2.8274872303009033,7.654739856719971
2884,1.5072193145751953,9.739739418029785,1.738183856010437,8.96232795715332
2885,1.9177144765853882,7.258511543273926,2.227731704711914,6.3804497718811035
2886,1.0718282461166382,3.9086968898773193,1.2612390518188477,3.8510794639587402
2887,1.680321455001831,7.464932441711426,2.0474138259887695,6.6078948974609375
2890,1.5777469873428345,5.796850681304932,1.9380669593811035,5.900104999542236
2891,1.7918076515197754,6.381191730499268,2.130286931991577,6.005785942077637
2892,1.0983587503433228,6.011637210845947,1.279475212097168,5.180844306945801
2912,0.9309621453285217,2.8139758110046387,1.1426128149032593,2.9237313270568848
3008,4.723961353302002,12.820502281188965,5.780290603637695,12.158670425415039
3017,9.555296897888184,19.766389846801758,11.610967636108398,18.88395118713379
3034,4.844558238983154,12.292118072509766,5.906034469604492,12.370590209960938
3045,0.7100924849510193,2.4319052696228027,0.790067732334137,2.136573553085327
3231,5.374154567718506,14.732293128967285,6.240358352661133,13.697871208190918
3661,11.861957550048828,22.970182418823242,14.069110870361328,21.86686134338379
4904,1.0056695938110352,2.5921530723571777,1.1906638145446777,2.561610698699951
4938,2.1947977542877197,8.67401123046875,2.880218505859375,8.775038719177246
5871,4.015606880187988,11.423644065856934,5.099111080169678,11.716370582580566
5880,0.9369720816612244,3.894376516342163,1.122473120689392,3.890235185623169
6505,2.924654722213745,7.880030632019043,3.5599634647369385,7.695190906524658
