code,MAE_model,RMSE_model,MAE_garch,RMSE_garch,QLIKE_model,QLIKE_garch
0,0.5373650193214417,0.7149037718772888,0.5873288512229919,0.7747063636779785,1.1229912042617798,1.1472607851028442
