code,MAE_model,RMSE_model,MAE_garch,RMSE_garch
1216,0.4296887218952179,0.5727446675300598,0.5163118839263916,0.6557609438896179
1301,0.5821769833564758,0.7731031775474548,0.6918156743049622,0.8809566497802734
1303,0.6270145177841187,0.8198221325874329,0.7492167949676514,0.9293029308319092
2002,0.5550661087036133,0.7569825649261475,0.6811156272888184,0.8553879857063293
2059,0.8553299903869629,1.0589323043823242,1.0020122528076172,1.215039849281311
2207,0.7044869661331177,0.8851618766784668,0.8318331837654114,0.9980210065841675
2301,0.7028237581253052,0.9206559062004089,0.8914391398429871,1.0853058099746704
2303,0.7704942226409912,0.9598087072372437,0.9159509539604187,1.118886113166809
2308,0.7893683314323425,0.9665144681930542,0.9380655884742737,1.1002318859100342
2317,0.6728527545928955,0.8737406730651855,0.8234390616416931,1.0171372890472412
2327,0.8469446301460266,1.0377238988876343,1.016133189201355,1.21016263961792
2330,0.6871753931045532,0.8586412072181702,0.8225094676017761,0.9893990159034729
2345,0.953542172908783,1.1437212228775024,1.1309149265289307,1.331432580947876
2357,0.7049934267997742,0.9054228663444519,0.8689993619918823,1.0449410676956177
2379,0.822991132736206,1.0071384906768799,0.9874782562255859,1.1550226211547852
2382,0.7447205781936646,0.9536089897155762,0.8810344934463501,1.0798540115356445
2383,0.951413094997406,1.149606466293335,1.1484301090240479,1.3493471145629883
2395,0.6942962408065796,0.8737159371376038,0.8436217308044434,0.9984472393989563
2412,0.23648414015769958,0.33605319261550903,0.26829057931900024,0.3660832643508911
2454,0.8664913177490234,1.0510960817337036,1.0401883125305176,1.2065658569335938
2603,0.9578025341033936,1.1692031621932983,1.1286883354187012,1.3737835884094238
2609,0.9283841848373413,1.1525651216506958,1.086543321609497,1.3392257690429688
2615,0.9853248000144958,1.20675790309906,1.1534416675567627,1.4013478755950928
2880,0.4300782382488251,0.5919037461280823,0.5055437088012695,0.6577703952789307
2881,0.5764279365539551,0.7475862503051758,0.6855998039245605,0.8475203514099121
2882,0.5677958130836487,0.7387303709983826,0.684711754322052,0.8461787104606628
2883,0.5726233124732971,0.767102837562561,0.7137433886528015,0.88230961561203
2884,0.45688149333000183,0.6282066106796265,0.527800440788269,0.6847890019416809
2885,0.5242280960083008,0.6992407441139221,0.6127128005027771,0.7635498046875
2886,0.4212225079536438,0.5667368173599243,0.4938274919986725,0.6276913285255432
2887,0.48355352878570557,0.6702212691307068,0.5877852439880371,0.7562525272369385
2890,0.4973463714122772,0.6614223122596741,0.5916213393211365,0.7449328303337097
2891,0.5234927535057068,0.6942419409751892,0.6131783723831177,0.7682612538337708
2892,0.39067524671554565,0.5433886647224426,0.4494658410549164,0.5964761972427368
2912,0.38271433115005493,0.5290188789367676,0.46562159061431885,0.6058087944984436
3008,0.8068819642066956,1.0010868310928345,0.9993650913238525,1.179602861404419
3017,1.0101819038391113,1.2086875438690186,1.2260185480117798,1.4315904378890991
3034,0.795948326587677,0.9804874658584595,0.9747594594955444,1.1542692184448242
3045,0.3307228684425354,0.45534688234329224,0.37149977684020996,0.4868551790714264
3231,0.7783111333847046,0.9880506992340088,0.9083535671234131,1.116077184677124
3661,1.0762227773666382,1.2871005535125732,1.255626916885376,1.5139880180358887
4904,0.4058854281902313,0.556034505367279,0.47282496094703674,0.6070178151130676
4938,0.5488330721855164,0.7390310168266296,0.6781397461891174,0.8771780729293823
5871,0.7438369393348694,0.9178247451782227,0.9041508436203003,1.0904216766357422
5880,0.3805413544178009,0.5231339335441589,0.4611865282058716,0.5972665548324585
6505,0.6435501575469971,0.8308326005935669,0.7808890342712402,0.9550004601478577
