model_type,lambda,code,MAE_model,RMSE_model,MAE_garch,RMSE_garch
tsmixer,0.02,2002,0.665445864200592,0.8393946886062622,0.6866925358772278,0.863982617855072
tsmixer,0.02,2059,1.1644459962844849,1.390921711921692,1.1810015439987183,1.4170018434524536
tsmixer,0.02,2207,0.6781596541404724,0.8271636962890625,0.7231748700141907,0.8825575709342957
tsmixer,0.02,2301,0.9868902564048767,1.1721270084381104,1.0498870611190796,1.2475385665893555
tsmixer,0.02,2303,0.8119029402732849,0.9570357799530029,0.8170953989028931,0.9747176766395569
tsmixer,0.02,2308,1.0187699794769287,1.1802983283996582,1.067347526550293,1.2464393377304077
tsmixer,0.02,2317,0.9161597490310669,1.1018275022506714,0.9850314259529114,1.2150934934616089
tsmixer,0.02,2327,0.9370333552360535,1.100658655166626,0.9699369072914124,1.1520271301269531
tsmixer,0.02,2330,0.8344826698303223,1.0034816265106201,0.9088300466537476,1.089837670326233
tsmixer,0.02,2345,1.08516526222229,1.2845436334609985,1.1196588277816772,1.3297722339630127
tsmixer,0.02,2357,0.9567619562149048,1.128006100654602,1.0453815460205078,1.2181895971298218
tsmixer,0.02,2379,0.9033461213111877,1.0486985445022583,0.9120796322822571,1.0735936164855957
tsmixer,0.02,2382,1.0421396493911743,1.2222450971603394,1.068758249282837,1.2685129642486572
tsmixer,0.02,2383,1.1349050998687744,1.3418360948562622,1.1919015645980835,1.413443684577942
tsmixer,0.02,2395,0.820779025554657,0.9773780107498169,0.8813121318817139,1.0426667928695679
tsmixer,0.02,2412,0.2375638335943222,0.3315957188606262,0.2615495026111603,0.36577698588371277
tsmixer,0.02,2454,1.0150314569473267,1.172354817390442,1.0340521335601807,1.1993886232376099
tsmixer,0.02,2603,0.9961772561073303,1.181161642074585,1.0446815490722656,1.2535173892974854
tsmixer,0.02,2609,1.0081466436386108,1.206773042678833,1.093719482421875,1.3239362239837646
tsmixer,0.02,2615,1.1706571578979492,1.3831521272659302,1.118981122970581,1.348950743675232
tsmixer,0.02,2880,0.5296650528907776,0.670915424823761,0.5522464513778687,0.7114881277084351
tsmixer,0.02,2881,0.6550781726837158,0.8004327416419983,0.6598080396652222,0.8351045846939087
tsmixer,0.02,2882,0.682937741279602,0.8640390634536743,0.7090858817100525,0.9102783799171448
tsmixer,0.02,2883,0.7315266132354736,0.8878915309906006,0.7154985666275024,0.8890195488929749
tsmixer,0.02,2884,0.5363993048667908,0.6703139543533325,0.5538680553436279,0.7100064158439636
tsmixer,0.02,2885,0.6511501669883728,0.7840878963470459,0.6572471261024475,0.8183317184448242
tsmixer,0.02,2886,0.44661635160446167,0.5898054242134094,0.49081364274024963,0.6415642499923706
tsmixer,0.02,2887,0.5441338419914246,0.7236509919166565,0.6303420662879944,0.8327836990356445
