code,MAE_LSTM,RMSE_LSTM,MAE_GARCH,RMSE_GARCH
1216,0.5354701280593872,0.663417637348175,0.5485085844993591,0.6820738315582275
1301,0.8508468866348267,1.0421421527862549,0.8762712478637695,1.078546166419983
1303,0.942328691482544,1.1292816400527954,0.9601454138755798,1.1501030921936035
2002,0.6713862419128418,0.8437766432762146,0.6866925358772278,0.863982617855072
2059,1.15475594997406,1.3788986206054688,1.1810015439987183,1.4170018434524536
2207,0.7029463648796082,0.856865644454956,0.7231748700141907,0.8825575709342957
2301,1.0230162143707275,1.218158483505249,1.0498870611190796,1.2475385665893555
2303,0.7855212688446045,0.9306648373603821,0.8170953989028931,0.9747176766395569
2308,1.0441923141479492,1.2174698114395142,1.067347526550293,1.2464393377304077
2317,0.9593141078948975,1.1705021858215332,0.9850314259529114,1.2150934934616089
2327,0.945196807384491,1.122502088546753,0.9699369072914124,1.1520271301269531
2330,0.8963602781295776,1.0741974115371704,0.9088300466537476,1.089837670326233
2345,1.1030417680740356,1.3068957328796387,1.1196588277816772,1.3297722339630127
2357,1.0353041887283325,1.2096729278564453,1.0453815460205078,1.2181895971298218
2379,0.8987617492675781,1.0566301345825195,0.9120796322822571,1.0735936164855957
2382,1.054934024810791,1.247667908668518,1.068758249282837,1.2685129642486572
2383,1.1656395196914673,1.3842387199401855,1.1919015645980835,1.413443684577942
2395,0.8630027770996094,1.0245915651321411,0.8813121318817139,1.0426667928695679
2412,0.2501559257507324,0.3451937735080719,0.2615495026111603,0.36577698588371277
2454,1.0208595991134644,1.1790443658828735,1.0340521335601807,1.1993886232376099
2603,1.017197847366333,1.2177902460098267,1.0446815490722656,1.2535173892974854
2609,1.0718563795089722,1.285530924797058,1.093719482421875,1.3239362239837646
2615,1.098920464515686,1.3227131366729736,1.118981122970581,1.348950743675232
2880,0.5436611771583557,0.700961709022522,0.5522464513778687,0.7114881277084351
2881,0.6407143473625183,0.8076321482658386,0.6598080396652222,0.8351045846939087
2882,0.6860790252685547,0.8814079165458679,0.7090858817100525,0.9102783799171448
2883,0.701900064945221,0.8727511167526245,0.7154985666275024,0.8890195488929749
2884,0.5360125303268433,0.6832717061042786,0.5538680553436279,0.7100064158439636
2885,0.6375586986541748,0.7940375208854675,0.6572471261024475,0.8183317184448242
2886,0.4768541753292084,0.6216920614242554,0.49081364274024963,0.6415642499923706
2887,0.6057218313217163,0.8002630472183228,0.6303420662879944,0.8327836990356445
2890,0.6168885827064514,0.7539580464363098,0.6439223289489746,0.7863202691078186
2891,0.6531805992126465,0.8237773776054382,0.6665655374526978,0.8478395938873291
2892,0.42877769470214844,0.5772208571434021,0.44627946615219116,0.6071978807449341
2912,0.4021000564098358,0.5339123606681824,0.4058469235897064,0.5384788513183594
3008,0.9292799234390259,1.1264846324920654,0.9360012412071228,1.1315535306930542
3017,1.2289518117904663,1.4354259967803955,1.247363805770874,1.4627763032913208
3034,0.7663415670394897,0.9375097751617432,0.7908655405044556,0.9714937210083008
3045,0.4199625551700592,0.5625455379486084,0.4333238899707794,0.5734009146690369
3231,1.037929654121399,1.2246170043945312,1.0562843084335327,1.2525043487548828
3661,1.2264988422393799,1.4841471910476685,1.2509186267852783,1.5094571113586426
4904,0.558234691619873,0.7016084790229797,0.568813681602478,0.7142841815948486
4938,0.8356931805610657,1.0142934322357178,0.8542227149009705,1.0418936014175415
5871,0.8243086934089661,1.0035544633865356,0.86637943983078,1.0530959367752075
5880,0.4205002188682556,0.5898088216781616,0.43673190474510193,0.6058028936386108
6505,0.9185470342636108,1.1029871702194214,0.946674108505249,1.1313748359680176
