code,MAE_model,RMSE_model,MAE_garch,RMSE_garch,QLIKE_model,QLIKE_garch
1216,1.3151270151138306,3.4844024181365967,1.392501711845398,3.6248867511749268,1.174355387687683,1.1688166856765747
1301,3.3677234649658203,7.783322811126709,3.1512417793273926,7.951659202575684,1.8089125156402588,1.871649980545044
1303,3.870793581008911,9.226140975952148,3.786491870880127,9.271475791931152,1.9524238109588623,2.007244110107422
2002,3.091709613800049,8.341391563415527,3.1348044872283936,8.292838096618652,1.7607338428497314,1.728081226348877
2059,7.486752510070801,14.161572456359863,7.433656692504883,14.383199691772461,2.727492094039917,2.7770025730133057
2207,4.183469295501709,9.681175231933594,4.209136486053467,10.128387451171875,2.3213863372802734,2.3105697631835938
2301,5.291718482971191,11.59887409210205,5.218207359313965,12.058721542358398,2.3630006313323975,2.373011350631714
2303,5.201789855957031,10.380280494689941,5.24137020111084,10.643199920654297,2.459864616394043,2.449357032775879
2308,5.126970291137695,9.531410217285156,4.966585159301758,9.59987735748291,2.4708664417266846,2.503509521484375
2317,4.297098636627197,10.166046142578125,4.232759475708008,10.32194995880127,2.1373400688171387,2.2154879570007324
2327,7.542289733886719,14.239075660705566,7.082322597503662,14.185906410217285,2.7559103965759277,2.7660107612609863
2330,3.774660348892212,8.36661148071289,3.838503837585449,8.615571975708008,2.2300567626953125,2.271824598312378
2345,9.503750801086426,16.069427490234375,9.222066879272461,16.281314849853516,3.170179843902588,3.1732473373413086
2357,4.678435802459717,11.252398490905762,4.665764808654785,11.560114860534668,2.3489112854003906,2.3068618774414062
2379,5.665867805480957,10.33741569519043,5.64185905456543,10.494002342224121,2.6256089210510254,2.6372244358062744
2382,5.756402492523193,12.537583351135254,5.569814682006836,12.613395690917969,2.39937162399292,2.3975038528442383
2383,9.70826530456543,16.473146438598633,9.539202690124512,16.700469970703125,3.138040781021118,3.160649538040161
2395,3.9706637859344482,8.458819389343262,3.8107047080993652,8.315860748291016,2.328148365020752,2.2988531589508057
2412,0.43862807750701904,0.9938518404960632,0.4584299325942993,1.0395233631134033,0.18587464094161987,0.20964527130126953
2454,6.715274333953857,12.136893272399902,6.591562747955322,12.202752113342285,2.812920093536377,2.8023016452789307
2603,11.2225923538208,20.47056007385254,11.443329811096191,20.7753963470459,3.186824321746826,3.2135837078094482
2609,11.857226371765137,21.34865951538086,11.707618713378906,21.597644805908203,3.267646074295044,3.3576831817626953
2615,12.74853801727295,22.05375862121582,12.598002433776855,22.260719299316406,3.3092970848083496,3.4030466079711914
2880,1.5271110534667969,5.796887397766113,1.49288010597229,5.149204254150391,1.2043911218643188,1.2236173152923584
2881,2.7430899143218994,6.641474723815918,2.6371536254882812,6.702158451080322,1.7099566459655762,1.7553824186325073
2882,2.721445083618164,7.21290922164917,2.661982297897339,7.089113235473633,1.7107751369476318,1.72369384765625
2883,3.18269944190979,8.185824394226074,2.8945744037628174,7.861990451812744,1.824222445487976,1.9191969633102417
2884,1.9289143085479736,9.842940330505371,1.781661033630371,9.224273681640625,1.2661068439483643,1.2325721979141235
2885,2.430271863937378,6.9680256843566895,2.288797616958618,6.551041603088379,1.5987707376480103,1.5633383989334106
2886,1.4522430896759033,4.035689353942871,1.2889728546142578,3.9567558765411377,1.2753198146820068,1.3080060482025146
2887,2.1116783618927,7.336691379547119,2.103283405303955,6.796878337860107,1.483093023300171,1.5665799379348755
2890,1.8634599447250366,5.770870208740234,1.9542393684387207,6.052990436553955,1.4994393587112427,1.5006097555160522
2891,2.2957394123077393,6.258447170257568,2.1751441955566406,6.146716117858887,1.6145374774932861,1.6187304258346558
2892,1.400772213935852,5.9412760734558105,1.311429738998413,5.329071044921875,0.9620985984802246,1.0778414011001587
2912,1.1323713064193726,2.87528657913208,1.1668018102645874,3.0004303455352783,1.1357090473175049,1.080243706703186
3008,6.023473262786865,12.624923706054688,5.886353969573975,12.485126495361328,2.765632152557373,2.6824936866760254
3017,11.741868019104004,19.12544059753418,11.751310348510742,19.275222778320312,3.371849298477173,3.3996450901031494
3034,5.612043857574463,11.454720497131348,5.716324806213379,11.757808685302734,2.6367454528808594,2.611326217651367
3045,0.8307731747627258,2.369802951812744,0.7973130345344543,2.189340829849243,0.5652444362640381,0.6033675074577332
3231,6.366453170776367,13.905946731567383,6.274682521820068,13.74653148651123,2.45607590675354,2.4562020301818848
3661,14.835589408874512,22.453201293945312,14.523316383361816,22.454566955566406,3.6777589321136475,3.6943206787109375
4904,1.2230066061019897,2.5449318885803223,1.2067439556121826,2.571815013885498,0.9682854413986206,0.995704174041748
4938,3.076866388320923,8.703983306884766,2.979876756668091,9.038731575012207,1.6952729225158691,1.7741096019744873
5871,4.972970008850098,11.310091018676758,5.142840385437012,12.031195640563965,2.42806077003479,2.4173943996429443
5880,1.2807949781417847,4.2107086181640625,1.1474751234054565,4.009745121002197,1.0876115560531616,1.079118251800537
6505,3.586655855178833,7.750288963317871,3.5751852989196777,7.797442436218262,2.170034885406494,2.0710320472717285
