lambda_weight,MAE_model,RMSE_model,MAE_garch,RMSE_garch,QLIKE_model,QLIKE_garch
0.0,4.8077399717724845,10.05246043075686,4.732484373061554,10.089935204257136,2.0878729988699374,2.103428092987641
0.05,4.5721767311510835,10.083356009877246,4.732484373061554,10.089935204257136,2.2008481181186177,2.103428092987641
0.5,4.615064475847327,10.063813394826392,4.732484373061554,10.089935204257136,2.215740364530812,2.103428092987641
0.95,4.7673304113356965,10.176121951445289,4.732484373061554,10.089935204257136,2.0830492966848873,2.103428092987641
1.0,4.607220585579458,10.110695447610771,4.732484373061554,10.089935204257136,2.1911149403971173,2.103428092987641
