code,MAE_model,RMSE_model,MAE_garch,RMSE_garch
1216,0.5354068875312805,0.6541953086853027,0.5485085844993591,0.6820738315582275
1301,0.8300010561943054,1.0106080770492554,0.8762712478637695,1.078546166419983
1303,0.9128915071487427,1.0981687307357788,0.9601454138755798,1.1501030921936035
2002,0.665445864200592,0.8393946886062622,0.6866925358772278,0.863982617855072
2059,1.1644459962844849,1.390921711921692,1.1810015439987183,1.4170018434524536
2207,0.6781596541404724,0.8271636962890625,0.7231748700141907,0.8825575709342957
2301,0.9868902564048767,1.1721270084381104,1.0498870611190796,1.2475385665893555
2303,0.8119029402732849,0.9570357799530029,0.8170953989028931,0.9747176766395569
2308,1.0187699794769287,1.1802983283996582,1.067347526550293,1.2464393377304077
2317,0.9161597490310669,1.1018275022506714,0.9850314259529114,1.2150934934616089
2327,0.9370333552360535,1.100658655166626,0.9699369072914124,1.1520271301269531
2330,0.8344826698303223,1.0034816265106201,0.9088300466537476,1.089837670326233
2345,1.08516526222229,1.2845436334609985,1.1196588277816772,1.3297722339630127
2357,0.9567619562149048,1.128006100654602,1.0453815460205078,1.2181895971298218
2379,0.9033461213111877,1.0486985445022583,0.9120796322822571,1.0735936164855957
2382,1.0421396493911743,1.2222450971603394,1.068758249282837,1.2685129642486572
2383,1.1349050998687744,1.3418360948562622,1.1919015645980835,1.413443684577942
2395,0.820779025554657,0.9773780107498169,0.8813121318817139,1.0426667928695679
2412,0.2375638335943222,0.3315957188606262,0.2615495026111603,0.36577698588371277
2454,1.0150314569473267,1.172354817390442,1.0340521335601807,1.1993886232376099
2603,0.9961772561073303,1.181161642074585,1.0446815490722656,1.2535173892974854
2609,1.0081466436386108,1.206773042678833,1.093719482421875,1.3239362239837646
2615,1.1706571578979492,1.3831521272659302,1.118981122970581,1.348950743675232
2880,0.5296650528907776,0.670915424823761,0.5522464513778687,0.7114881277084351
2881,0.6550781726837158,0.8004327416419983,0.6598080396652222,0.8351045846939087
2882,0.682937741279602,0.8640390634536743,0.7090858817100525,0.9102783799171448
2883,0.7315266132354736,0.8878915309906006,0.7154985666275024,0.8890195488929749
2884,0.5363993048667908,0.6703139543533325,0.5538680553436279,0.7100064158439636
2885,0.6511501669883728,0.7840878963470459,0.6572471261024475,0.8183317184448242
2886,0.44661635160446167,0.5898054242134094,0.49081364274024963,0.6415642499923706
2887,0.5441338419914246,0.7236509919166565,0.6303420662879944,0.8327836990356445
2890,0.5901197195053101,0.7227638959884644,0.6439223289489746,0.7863202691078186
2891,0.6150243282318115,0.7722036242485046,0.6665655374526978,0.8478395938873291
2892,0.42323538661003113,0.5489259362220764,0.44627946615219116,0.6071978807449341
2912,0.3829708397388458,0.5114650130271912,0.4058469235897064,0.5384788513183594
3008,0.925167977809906,1.1052699089050293,0.9360012412071228,1.1315535306930542
3017,1.213879108428955,1.4056830406188965,1.247363805770874,1.4627763032913208
3034,0.7731767892837524,0.9259275197982788,0.7908655405044556,0.9714937210083008
3045,0.4244996905326843,0.5615063905715942,0.4333238899707794,0.5734009146690369
3231,1.0514957904815674,1.2486149072647095,1.0562843084335327,1.2525043487548828
3661,1.1953378915786743,1.4363023042678833,1.2509186267852783,1.5094571113586426
4904,0.5479111671447754,0.6789103150367737,0.568813681602478,0.7142841815948486
4938,0.7895851731300354,0.9587144255638123,0.8542227149009705,1.0418936014175415
5871,0.8435071110725403,1.0063499212265015,0.86637943983078,1.0530959367752075
5880,0.38721832633018494,0.5334393382072449,0.43673190474510193,0.6058028936386108
6505,0.8795961141586304,1.0605658292770386,0.946674108505249,1.1313748359680176
