code,MAE_model,RMSE_model,MAE_garch,RMSE_garch
1216,0.455206036567688,0.5986700654029846,0.5485085844993591,0.6820738315582275
1301,0.7176763415336609,0.9229354858398438,0.8762712478637695,1.078546166419983
1303,0.7736761569976807,0.981488823890686,0.9601454138755798,1.1501030921936035
2002,0.5309571623802185,0.7243570685386658,0.6866925358772278,0.863982617855072
2059,1.022813081741333,1.223403811454773,1.1810015439987183,1.4170018434524536
2207,0.5709888339042664,0.7689347863197327,0.7231748700141907,0.8825575709342957
2301,0.8320221900939941,1.0562375783920288,1.0498870611190796,1.2475385665893555
2303,0.6647757291793823,0.8438613414764404,0.8170953989028931,0.9747176766395569
2308,0.8520166873931885,1.069494605064392,1.067347526550293,1.2464393377304077
2317,0.823654055595398,1.0399889945983887,0.9850314259529114,1.2150934934616089
2327,0.7995216250419617,0.9972103834152222,0.9699369072914124,1.1520271301269531
2330,0.7437690496444702,0.9469372034072876,0.9088300466537476,1.089837670326233
2345,0.9844489693641663,1.1719002723693848,1.1196588277816772,1.3297722339630127
2357,0.8149760365486145,1.0276025533676147,1.0453815460205078,1.2181895971298218
2379,0.7220088839530945,0.9263584613800049,0.9120796322822571,1.0735936164855957
2382,0.8988316655158997,1.0855027437210083,1.068758249282837,1.2685129642486572
2383,1.0108684301376343,1.2235835790634155,1.1919015645980835,1.413443684577942
2395,0.6615189909934998,0.8779508471488953,0.8813121318817139,1.0426667928695679
2412,0.22215968370437622,0.3219369649887085,0.2615495026111603,0.36577698588371277
2454,0.8839390277862549,1.0647351741790771,1.0340521335601807,1.1993886232376099
2603,0.8390695452690125,1.0490107536315918,1.0446815490722656,1.2535173892974854
2609,0.8292137384414673,1.06758713722229,1.093719482421875,1.3239362239837646
2615,0.9437283277511597,1.1680305004119873,1.118981122970581,1.348950743675232
2880,0.44048672914505005,0.608771562576294,0.5522464513778687,0.7114881277084351
2881,0.5591824650764465,0.7340283989906311,0.6598080396652222,0.8351045846939087
2882,0.593329906463623,0.7983452677726746,0.7090858817100525,0.9102783799171448
2883,0.5739309191703796,0.7560093998908997,0.7154985666275024,0.8890195488929749
2884,0.46279388666152954,0.6261405348777771,0.5538680553436279,0.7100064158439636
2885,0.5435330271720886,0.7329514026641846,0.6572471261024475,0.8183317184448242
2886,0.3837604820728302,0.5424493551254272,0.49081364274024963,0.6415642499923706
2887,0.46997055411338806,0.6863762140274048,0.6303420662879944,0.8327836990356445
2890,0.5105040073394775,0.6782362461090088,0.6439223289489746,0.7863202691078186
2891,0.5249074101448059,0.7175402045249939,0.6665655374526978,0.8478395938873291
2892,0.3656991720199585,0.5133660435676575,0.44627946615219116,0.6071978807449341
2912,0.3305359184741974,0.4747369885444641,0.4058469235897064,0.5384788513183594
3008,0.7922164797782898,0.9957691431045532,0.9360012412071228,1.1315535306930542
3017,1.0684312582015991,1.2585190534591675,1.247363805770874,1.4627763032913208
3034,0.6615228652954102,0.821803867816925,0.7908655405044556,0.9714937210083008
3045,0.3778528869152069,0.5364609956741333,0.4333238899707794,0.5734009146690369
3231,0.9415939450263977,1.1125476360321045,1.0562843084335327,1.2525043487548828
3661,1.079361915588379,1.3143184185028076,1.2509186267852783,1.5094571113586426
4904,0.45565059781074524,0.6284139156341553,0.568813681602478,0.7142841815948486
4938,0.6601977944374084,0.8596121072769165,0.8542227149009705,1.0418936014175415
5871,0.7123954892158508,0.8900026679039001,0.86637943983078,1.0530959367752075
5880,0.32303470373153687,0.4865654706954956,0.43673190474510193,0.6058028936386108
6505,0.7593976259231567,0.9635018706321716,0.946674108505249,1.1313748359680176
