lambda_weight,MAE_model,RMSE_model,MAE_garch,RMSE_garch,QLIKE_model,QLIKE_garch
0.0,4.560430157443752,10.073401781527892,4.73248453243919,10.089935328649437,2.0536283977005794,2.10329077684361
0.05,4.490088955215786,10.101117728844933,4.73248453243919,10.089935328649437,2.0605947083753087,2.10329077684361
0.25,4.3320649376382,10.16404443460962,4.73248453243919,10.089935328649437,2.0786804916418116,2.10329077684361
0.5,4.145884857877441,10.338421445825826,4.73248453243919,10.089935328649437,2.17110998345458,2.10329077684361
0.75,4.039716013747713,10.513938563025516,4.73248453243919,10.089935328649437,2.332947721299918,2.10329077684361
0.95,4.009414038580397,10.557980081309443,4.73248453243919,10.089935328649437,2.445136162573877,2.10329077684361
1.0,3.9983463138341904,10.657192371461703,4.73248453243919,10.089935328649437,2.548974957479083,2.10329077684361
