code,MAE_model,RMSE_model,MAE_garch,RMSE_garch,QLIKE_model,QLIKE_garch
1216,1.1281869411468506,3.5037171840667725,1.392501711845398,3.624887228012085,1.3243635892868042,1.1688166856765747
1301,2.6503570079803467,8.094644546508789,3.1512413024902344,7.951659679412842,2.207186698913574,1.871649980545044
1303,3.2255051136016846,9.965295791625977,3.786491870880127,9.271476745605469,2.393989086151123,2.007244110107422
2002,2.575601816177368,9.110477447509766,3.1348044872283936,8.292838096618652,2.177630662918091,1.728081226348877
2059,6.377889633178711,15.20958137512207,7.433658123016357,14.383203506469727,3.3266396522521973,2.7770028114318848
2207,3.561347723007202,10.38106632232666,4.209136962890625,10.128387451171875,2.7477407455444336,2.3105697631835938
2301,4.201381683349609,12.474998474121094,5.218207359313965,12.058722496032715,2.973536252975464,2.3730111122131348
2303,4.3119282722473145,10.677428245544434,5.24137020111084,10.643199920654297,2.911675453186035,2.449357271194458
2308,4.208907604217529,10.29824447631836,4.966585636138916,9.599878311157227,3.000941038131714,2.503509521484375
2317,3.522869110107422,10.898689270019531,4.232759475708008,10.32194995880127,2.786151885986328,2.21415114402771
2327,5.922937393188477,15.125164031982422,7.082321643829346,14.185903549194336,3.39328932762146,2.7660107612609863
2330,3.2318646907806396,8.781499862670898,3.838503122329712,8.615570068359375,2.599151134490967,2.271824359893799
2345,7.815064430236816,17.006019592285156,9.222067832946777,16.281314849853516,3.9024856090545654,3.1732475757598877
2357,3.8004822731018066,11.88558292388916,4.665764808654785,11.560114860534668,2.899240732192993,2.3068618774414062
2379,4.728514194488525,10.828864097595215,5.64185905456543,10.494001388549805,3.138474225997925,2.636641263961792
2382,4.79331636428833,13.460176467895508,5.569814682006836,12.613394737243652,3.0378799438476562,2.3975038528442383
2383,7.908529281616211,17.428422927856445,9.539203643798828,16.700471878051758,3.9203646183013916,3.160649538040161
2395,3.191330909729004,8.725969314575195,3.8107049465179443,8.315860748291016,2.7766997814178467,2.297804594039917
2412,0.402428537607193,0.998566210269928,0.4584299325942993,1.0395233631134033,0.23203475773334503,0.20964527130126953
2454,5.638160705566406,12.867172241210938,6.591562747955322,12.202752113342285,3.3645896911621094,2.8023016452789307
2603,9.955127716064453,22.623899459838867,11.443331718444824,20.77539825439453,3.9324328899383545,3.2135837078094482
2609,10.393767356872559,23.4841251373291,11.707619667053223,21.597646713256836,4.101656913757324,3.3576831817626953
2615,11.265279769897461,24.485801696777344,12.598006248474121,22.260723114013672,4.248337268829346,3.4030470848083496
2880,1.2564318180084229,5.92130184173584,1.49288010597229,5.149204730987549,1.519875407218933,1.2258180379867554
2881,2.1546928882598877,6.933269023895264,2.6371536254882812,6.702157974243164,2.0984838008880615,1.7553824186325073
2882,2.1549739837646484,7.457078456878662,2.661982297897339,7.089112281799316,2.0662944316864014,1.7236937284469604
2883,2.3636419773101807,8.4868745803833,2.8945744037628174,7.861990451812744,2.398925542831421,1.9191967248916626
2884,1.546461582183838,10.056413650512695,1.781661033630371,9.224276542663574,1.718697428703308,1.2325719594955444
2885,1.9854209423065186,7.511621475219727,2.288797378540039,6.551041603088379,1.9280908107757568,1.5633383989334106
2886,1.1090259552001953,4.029745101928711,1.2889728546142578,3.9567549228668213,1.4543739557266235,1.3066033124923706
2887,1.7281112670898438,7.700623035430908,2.103283405303955,6.796877384185791,1.8744839429855347,1.566579818725586
2890,1.59355890750885,5.979366779327393,1.9542393684387207,6.0529913902282715,1.8334044218063354,1.5006097555160522
2891,1.8551695346832275,6.5846991539001465,2.1751441955566406,6.1467156410217285,1.9958287477493286,1.6171907186508179
2892,1.125906229019165,6.208841323852539,1.311429738998413,5.329071998596191,1.2954260110855103,1.076521396636963
2912,0.9565853476524353,2.9055380821228027,1.1668016910552979,3.0004303455352783,1.2213947772979736,1.0789583921432495
3008,4.918616771697998,13.25321102142334,5.886353969573975,12.485124588012695,3.258648633956909,2.6824936866760254
3017,9.803789138793945,20.413562774658203,11.751310348510742,19.275222778320312,4.1480841636657715,3.3996450901031494
3034,4.6509785652160645,11.804160118103027,5.716324329376221,11.757805824279785,3.0390405654907227,2.611326217651367
3045,0.7191319465637207,2.51579213142395,0.7973132133483887,2.1893413066864014,0.7247208952903748,0.6033675074577332
3231,5.5063910484313965,14.988785743713379,6.274683475494385,13.74653434753418,3.074690103530884,2.4562020301818848
3661,12.36375617980957,23.72064208984375,14.5233154296875,22.45456314086914,4.402530670166016,3.6943199634552
4904,1.0154168605804443,2.5931808948516846,1.2067440748214722,2.571815013885498,1.1599836349487305,0.995704174041748
4938,2.2827608585357666,8.969060897827148,2.9798762798309326,9.03873062133789,2.194850206375122,1.7741094827651978
5871,4.111312389373779,11.822196006774902,5.142840385437012,12.031195640563965,2.857764959335327,2.4173943996429443
5880,0.958912193775177,4.021933555603027,1.1474751234054565,4.009744644165039,1.1491023302078247,1.0791181325912476
6505,2.9521055221557617,8.037544250488281,3.5751845836639404,7.79744291305542,2.4416606426239014,2.0710320472717285
